sample_id,timestamp_utc,elapsed_ms,gps_valid,gps_updated,gps_fix_type,satellites,latitude_deg,longitude_deg,gps_altitude_m,speed_mps,course_deg,hdop,pdop,vdop,bme_valid,temperature_c,humidity_pct,pressure_hpa,pressure_altitude_m,mag_valid,mag_x_ut,mag_y_ut,mag_z_ut,mag_strength_ut,heading_deg,imu_valid,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,pitch_deg,roll_deg
187,2026-09-09T22:18:07.000Z,187000,1,1,3,10,43.824276,-111.791856,1482.40,1.461,356.94,1.00,1.54,1.11,1,23.38,39.38,847.41,1468.23,1,-14.22,9.01,27.15,31.95,358.81,1,0.080,9.547,-1.080,-0.295,0.218,0.095,-0.90,4.18
188,2026-09-09T22:18:08.000Z,188000,1,1,3,10,43.824281,-111.791857,1482.40,1.488,356.61,1.00,1.54,1.11,1,23.39,39.35,847.40,1468.26,1,-14.36,9.16,27.14,32.04,358.39,1,0.027,9.550,-1.081,-0.299,0.220,0.066,-0.90,4.17
189,2026-09-09T22:18:09.000Z,189000,1,1,3,10,43.824286,-111.791858,1482.40,1.516,356.28,1.00,1.54,1.10,1,23.40,39.33,847.40,1468.28,1,-14.50,9.30,27.12,32.13,357.95,1,-0.028,9.550,-1.085,-0.299,0.220,0.035,-0.90,4.16
190,2026-09-09T22:18:10.000Z,190000,1,1,3,10,43.824291,-111.791858,1482.41,1.542,355.96,1.00,1.55,1.10,1,23.40,39.31,847.40,1468.31,1,-14.63,9.45,27.10,32.22,357.51,1,-0.081,9.547,-1.091,-0.295,0.218,0.002,-0.90,4.15
191,2026-09-09T22:18:11.000Z,191000,1,1,3,10,43.824297,-111.791859,1482.41,1.568,355.65,1.00,1.55,1.09,1,23.41,39.28,847.39,1468.35,1,-14.76,9.59,27.08,32.30,357.04,1,-0.129,9.541,-1.100,-0.285,0.213,-0.030,-0.91,4.14
192,2026-09-09T22:18:12.000Z,192000,1,1,3,10,43.824302,-111.791860,1482.42,1.592,355.35,1.00,1.55,1.09,1,23.42,39.26,847.39,1468.38,1,-14.89,9.74,27.06,32.38,356.57,1,-0.169,9.533,-1.110,-0.272,0.207,-0.062,-0.91,4.12
193,2026-09-09T22:18:13.000Z,193000,1,1,3,10,43.824307,-111.791861,1482.42,1.613,355.05,1.00,1.55,1.08,1,23.43,39.23,847.38,1468.41,1,-15.01,9.87,27.03,32.46,356.09,1,-0.199,9.523,-1.122,-0.254,0.198,-0.092,-0.92,4.10
194,2026-09-09T22:18:14.000Z,194000,1,1,3,10,43.824312,-111.791861,1482.43,1.632,354.77,1.00,1.55,1.08,1,23.44,39.21,847.38,1468.44,1,-15.12,10.01,27.00,32.53,355.61,1,-0.216,9.511,-1.136,-0.232,0.188,-0.118,-0.93,4.09
195,2026-09-09T22:18:15.000Z,195000,1,1,3,10,43.824317,-111.791862,1482.44,1.647,354.48,1.00,1.55,1.08,1,23.45,39.19,847.38,1468.47,1,-15.23,10.14,26.97,32.60,355.12,1,-0.220,9.497,-1.151,-0.206,0.175,-0.141,-0.94,4.07
196,2026-09-09T22:18:16.000Z,196000,1,1,3,10,43.824323,-111.791863,1482.45,1.660,354.21,1.00,1.55,1.07,1,23.46,39.16,847.37,1468.51,1,-15.33,10.27,26.94,32.66,354.63,1,-0.210,9.481,-1.167,-0.177,0.161,-0.159,-0.95,4.04
197,2026-09-09T22:18:17.000Z,197000,1,1,3,10,43.824328,-111.791864,1482.46,1.669,353.95,1.00,1.55,1.07,1,23.47,39.14,847.37,1468.54,1,-15.43,10.40,26.91,32.71,354.15,1,-0.187,9.465,-1.184,-0.146,0.145,-0.171,-0.97,4.02
198,2026-09-09T22:18:18.000Z,198000,1,1,3,10,43.824333,-111.791864,1482.47,1.674,353.69,0.99,1.55,1.06,1,23.48,39.12,847.37,1468.58,1,-15.52,10.52,26.87,32.77,353.67,1,-0.152,9.449,-1.201,-0.112,0.128,-0.179,-0.99,4.00
199,2026-09-09T22:18:19.000Z,199000,1,1,3,10,43.824338,-111.791865,1482.49,1.676,353.44,0.99,1.55,1.06,1,23.49,39.10,847.36,1468.61,1,-15.60,10.63,26.84,32.81,353.20,1,-0.108,9.432,-1.218,-0.076,0.109,-0.180,-1.00,3.97
200,2026-09-09T22:18:20.000Z,200000,1,1,3,10,43.824344,-111.791866,1482.50,1.675,353.20,0.99,1.55,1.05,1,23.50,39.07,847.36,1468.65,1,-15.68,10.74,26.80,32.85,352.74,1,-0.058,9.416,-1.235,-0.040,0.090,-0.175,-1.02,3.94
201,2026-09-09T22:18:21.000Z,201000,1,1,3,10,43.824349,-111.791867,1482.52,1.671,352.96,0.99,1.55,1.05,1,23.51,39.05,847.36,1468.69,1,-15.74,10.84,26.76,32.89,352.29,1,-0.003,9.401,-1.251,-0.002,0.069,-0.165,-1.05,3.92
202,2026-09-09T22:18:22.000Z,202000,1,1,3,10,43.824354,-111.791868,1482.54,1.665,352.74,0.99,1.55,1.04,1,23.52,39.03,847.36,1468.72,1,-15.80,10.94,26.72,32.91,351.86,1,0.051,9.387,-1.266,0.035,0.048,-0.149,-1.07,3.89
203,2026-09-09T22:18:23.000Z,203000,1,1,3,10,43.824360,-111.791869,1482.56,1.657,352.52,0.99,1.55,1.04,1,23.54,39.01,847.35,1468.76,1,-15.86,11.03,26.68,32.93,351.45,1,0.102,9.375,-1.280,0.072,0.026,-0.128,-1.09,3.86
204,2026-09-09T22:18:24.000Z,204000,1,1,3,10,43.824365,-111.791869,1482.58,1.648,352.31,0.99,1.55,1.04,1,23.55,38.98,847.35,1468.80,1,-15.90,11.11,26.63,32.95,351.06,1,0.147,9.365,-1.292,0.108,0.004,-0.103,-1.12,3.82
205,2026-09-09T22:18:25.000Z,205000,1,1,3,10,43.824370,-111.791870,1482.60,1.639,352.11,0.98,1.55,1.03,1,23.56,38.96,847.35,1468.84,1,-15.94,11.18,26.59,32.95,350.69,1,0.183,9.358,-1.302,0.142,-0.018,-0.074,-1.15,3.79
206,2026-09-09T22:18:26.000Z,206000,1,1,3,10,43.824376,-111.791871,1482.63,1.630,351.92,0.98,1.55,1.03,1,23.57,38.94,847.35,1468.88,1,-15.96,11.25,26.54,32.95,350.35,1,0.208,9.353,-1.310,0.174,-0.039,-0.044,-1.18,3.75
207,2026-09-09T22:18:27.000Z,207000,1,1,3,10,43.824381,-111.791872,1482.65,1.621,351.74,0.98,1.54,1.02,1,23.58,38.92,847.34,1468.92,1,-15.98,11.31,26.49,32.95,350.04,1,0.219,9.350,-1.316,0.203,-0.061,-0.011,-1.21,3.72
208,2026-09-09T22:18:28.000Z,208000,1,1,3,10,43.824387,-111.791873,1482.68,1.614,351.56,0.98,1.54,1.02,1,23.59,38.90,847.34,1468.97,1,-16.00,11.36,26.45,32.93,349.76,1,0.217,9.351,-1.319,0.229,-0.082,0.021,-1.24,3.68
209,2026-09-09T22:18:29.000Z,209000,1,1,3,10,43.824392,-111.791874,1482.71,1.608,351.40,0.98,1.54,1.03,1,23.61,38.88,847.34,1469.01,1,-16.00,11.41,26.40,32.91,349.51,1,0.201,9.354,-1.320,0.251,-0.102,0.053,-1.28,3.64
210,2026-09-09T22:18:30.000Z,210000,1,1,3,10,43.824398,-111.791874,1482.74,1.605,351.24,0.97,1.54,1.03,1,23.62,38.86,847.34,1469.05,1,-16.00,11.44,26.35,32.88,349.29,1,0.173,9.360,-1.319,0.270,-0.121,0.084,-1.31,3.60
211,2026-09-09T22:18:31.000Z,211000,1,1,3,10,43.824403,-111.791875,1482.77,1.604,351.09,0.97,1.54,1.04,1,23.63,38.84,847.34,1469.10,1,-15.98,11.47,26.30,32.84,349.11,1,0.134,9.368,-1.315,0.284,-0.138,0.111,-1.35,3.57
212,2026-09-09T22:18:32.000Z,212000,1,1,3,11,43.824409,-111.791876,1482.80,1.606,350.95,0.97,1.54,1.04,1,23.65,38.81,847.33,1469.14,1,-15.96,11.49,26.25,32.80,348.96,1,0.087,9.379,-1.309,0.294,-0.155,0.135,-1.39,3.52
213,2026-09-09T22:18:33.000Z,213000,1,1,3,11,43.824414,-111.791877,1482.83,1.611,350.83,0.97,1.53,1.05,1,23.66,38.79,847.33,1469.19,1,-15.93,11.50,26.20,32.74,348.84,1,0.034,9.391,-1.300,0.299,-0.170,0.154,-1.43,3.48
214,2026-09-09T22:18:34.000Z,214000,1,1,3,11,43.824420,-111.791878,1482.87,1.618,350.71,0.96,1.53,1.05,1,23.67,38.77,847.33,1469.23,1,-15.89,11.50,26.14,32.69,348.75,1,-0.020,9.405,-1.290,0.300,-0.183,0.168,-1.46,3.44
215,2026-09-09T22:18:35.000Z,215000,1,1,3,11,43.824425,-111.791879,1482.90,1.628,350.60,0.96,1.53,1.05,1,23.69,38.75,847.33,1469.28,1,-15.85,11.49,26.09,32.62,348.70,1,-0.074,9.421,-1.277,0.296,-0.194,0.177,-1.51,3.40
216,2026-09-09T22:18:36.000Z,216000,1,1,3,11,43.824431,-111.791880,1482.94,1.640,350.49,0.96,1.53,1.06,1,23.70,38.73,847.33,1469.33,1,-15.79,11.48,26.04,32.55,348.68,1,-0.123,9.437,-1.264,0.287,-0.203,0.180,-1.55,3.35
217,2026-09-09T22:18:37.000Z,217000,1,1,3,11,43.824437,-111.791880,1482.98,1.654,350.40,0.96,1.52,1.06,1,23.71,38.71,847.32,1469.37,1,-15.73,11.45,25.99,32.47,348.70,1,-0.164,9.454,-1.248,0.274,-0.211,0.177,-1.59,3.31
218,2026-09-09T22:18:38.000Z,218000,1,1,3,11,43.824442,-111.791881,1483.02,1.669,350.32,0.95,1.52,1.07,1,23.73,38.70,847.32,1469.42,1,-15.66,11.42,25.94,32.38,348.74,1,-0.195,9.470,-1.232,0.256,-0.216,0.168,-1.63,3.26
219,2026-09-09T22:18:39.000Z,219000,1,1,3,11,43.824448,-111.791882,1483.06,1.685,350.25,0.95,1.52,1.07,1,23.74,38.68,847.32,1469.47,1,-15.59,11.38,25.88,32.29,348.81,1,-0.214,9.486,-1.216,0.235,-0.219,0.154,-1.68,3.22
220,2026-09-09T22:18:40.000Z,220000,1,1,3,11,43.824454,-111.791883,1483.10,1.701,350.18,0.95,1.52,1.08,1,23.75,38.66,847.32,1469.52,1,-15.50,11.33,25.83,32.19,348.91,1,-0.220,9.501,-1.198,0.210,-0.220,0.134,-1.72,3.17
221,2026-09-09T22:18:41.000Z,221000,1,1,3,11,43.824460,-111.791884,1483.14,1.717,350.13,0.94,1.51,1.08,1,23.77,38.64,847.32,1469.57,1,-15.41,11.27,25.78,32.08,349.04,1,-0.212,9.515,-1.181,0.181,-0.219,0.110,-1.76,3.12
222,2026-09-09T22:18:42.000Z,222000,1,1,3,11,43.824465,-111.791885,1483.19,1.731,350.08,0.94,1.51,1.09,1,23.78,38.62,847.32,1469.62,1,-15.32,11.20,25.73,31.97,349.19,1,-0.191,9.527,-1.165,0.150,-0.215,0.083,-1.81,3.08
223,2026-09-09T22:18:43.000Z,223000,1,1,3,11,43.824471,-111.791885,1483.24,1.744,350.05,0.94,1.51,1.09,1,23.80,38.60,847.32,1469.68,1,-15.21,11.13,25.68,31.85,349.35,1,-0.158,9.536,-1.149,0.117,-0.210,0.052,-1.85,3.03
224,2026-09-09T22:18:44.000Z,224000,1,1,3,11,43.824477,-111.791886,1483.28,1.755,350.02,0.93,1.50,1.09,1,23.81,38.58,847.32,1469.73,1,-15.10,11.05,25.63,31.73,349.54,1,-0.115,9.543,-1.134,0.081,-0.202,0.020,-1.90,2.98
225,2026-09-09T22:18:45.000Z,225000,1,1,3,11,43.824483,-111.791887,1483.33,1.762,350.01,0.93,1.50,1.10,1,23.83,38.57,847.31,1469.78,1,-14.99,10.96,25.58,31.61,349.74,1,-0.065,9.548,-1.120,0.045,-0.192,-0.012,-1.95,2.93
226,2026-09-09T22:18:46.000Z,226000,1,1,3,11,43.824489,-111.791888,1483.38,1.767,350.00,0.93,1.50,1.10,1,23.84,38.55,847.31,1469.84,1,-14.87,10.87,25.53,31.48,349.96,1,-0.011,9.550,-1.108,0.007,-0.180,-0.045,-1.99,2.89
227,2026-09-09T22:18:47.000Z,227000,1,1,3,11,43.824495,-111.791888,1483.43,1.768,350.00,0.92,1.49,1.11,1,23.86,38.53,847.31,1469.89,1,-14.74,10.77,25.48,31.35,350.18,1,0.044,9.549,-1.098,-0.030,-0.167,-0.075,-2.04,2.84
228,2026-09-09T22:18:48.000Z,228000,1,1,3,11,43.824501,-111.791889,1483.48,1.765,350.02,0.92,1.49,1.11,1,23.87,38.51,847.31,1469.95,1,-14.61,10.66,25.44,31.21,350.41,1,0.096,9.546,-1.090,-0.067,-0.152,-0.104,-2.08,2.79
229,2026-09-09T22:18:49.000Z,229000,1,1,3,11,43.824507,-111.791890,1483.54,1.759,350.04,0.92,1.48,1.11,1,23.89,38.50,847.31,1470.00,1,-14.47,10.55,25.39,31.07,350.65,1,0.142,9.539,-1.084,-0.103,-0.135,-0.129,-2.13,2.74
230,2026-09-09T22:18:50.000Z,230000,1,1,3,11,43.824513,-111.791891,1483.59,1.750,350.07,0.91,1.48,1.12,1,23.90,38.48,847.31,1470.06,1,-14.33,10.43,25.35,30.93,350.89,1,0.179,9.531,-1.081,-0.137,-0.117,-0.149,-2.17,2.69
231,2026-09-09T22:18:51.000Z,231000,1,1,3,11,43.824519,-111.791891,1483.64,1.737,350.11,0.91,1.48,1.12,1,23.92,38.46,847.31,1470.12,1,-14.19,10.30,25.30,30.79,351.13,1,0.205,9.520,-1.080,-0.170,-0.098,-0.165,-2.22,2.64
232,2026-09-09T22:18:52.000Z,232000,1,1,3,11,43.824525,-111.791892,1483.70,1.721,350.16,0.90,1.47,1.13,1,23.93,38.45,847.31,1470.18,1,-14.05,10.18,25.26,30.64,351.36,1,0.218,9.507,-1.081,-0.199,-0.078,-0.175,-2.26,2.60
233,2026-09-09T22:18:53.000Z,233000,1,1,3,11,43.824531,-111.791893,1483.76,1.702,350.22,0.90,1.47,1.13,1,23.95,38.43,847.30,1470.23,1,-13.90,10.05,25.22,30.50,351.59,1,0.218,9.492,-1.085,-0.226,-0.057,-0.180,-2.31,2.55
234,2026-09-09T22:18:54.000Z,234000,1,1,3,11,43.824537,-111.791893,1483.82,1.682,350.29,0.90,1.46,1.13,1,23.96,38.42,847.30,1470.29,1,-13.74,9.91,25.18,30.35,351.82,1,0.204,9.477,-1.092,-0.248,-0.035,-0.178,-2.35,2.50
235,2026-09-09T22:18:55.000Z,235000,1,1,3,11,43.824543,-111.791894,1483.88,1.660,350.37,0.89,1.46,1.14,1,23.98,38.40,847.30,1470.35,1,-13.59,9.77,25.15,30.21,352.03,1,0.178,9.460,-1.100,-0.267,-0.014,-0.171,-2.39,2.45
236,2026-09-09T22:18:56.000Z,236000,1,1,3,11,43.824550,-111.791895,1483.94,1.638,350.46,0.89,1.45,1.14,1,23.99,38.39,847.30,1470.41,1,-13.43,9.63,25.11,30.06,352.23,1,0.140,9.444,-1.110,-0.282,0.008,-0.158,-2.44,2.41
237,2026-09-09T22:18:57.000Z,237000,1,1,3,11,43.824556,-111.791895,1484.00,1.615,350.56,0.88,1.45,1.14,1,24.01,38.37,847.30,1470.47,1,-13.28,9.49,25.08,29.92,352.42,1,0.094,9.427,-1.123,-0.293,0.030,-0.140,-2.48,2.36
238,2026-09-09T22:18:58.000Z,238000,1,1,3,11,43.824562,-111.791896,1484.06,1.593,350.66,0.88,1.44,1.15,1,24.02,38.36,847.30,1470.54,1,-13.12,9.34,25.04,29.78,352.60,1,0.042,9.411,-1.137,-0.299,0.052,-0.117,-2.52,2.32
239,2026-09-09T22:18:59.000Z,239000,1,1,3,11,43.824568,-111.791896,1484.12,1.572,350.78,0.87,1.44,1.15,1,24.04,38.34,847.30,1470.60,1,-12.96,9.20,25.01,29.63,352.76,1,-0.013,9.397,-1.152,-0.300,0.073,-0.091,-2.56,2.27
240,2026-09-09T22:19:00.000Z,240000,1,1,3,11,43.824575,-111.791897,1484.19,1.552,350.90,0.87,1.43,1.16,1,24.05,38.33,847.30,1470.66,1,-12.80,9.05,24.98,29.50,352.90,1,-0.067,9.383,-1.168,-0.296,0.093,-0.061,-2.60,2.23
241,2026-09-09T22:19:01.000Z,241000,1,1,3,11,43.824581,-111.791897,1484.25,1.535,351.04,0.87,1.43,1.16,1,24.07,38.31,847.30,1470.72,1,-12.65,8.90,24.96,29.36,353.03,1,-0.117,9.372,-1.185,-0.288,0.113,-0.029,-2.64,2.18
242,2026-09-09T22:19:02.000Z,242000,1,1,3,11,43.824587,-111.791898,1484.32,1.520,351.18,0.86,1.42,1.16,1,24.08,38.30,847.29,1470.79,1,-12.49,8.76,24.93,29.23,353.15,1,-0.159,9.363,-1.202,-0.276,0.131,0.003,-2.67,2.14
243,2026-09-09T22:19:03.000Z,243000,1,1,3,11,43.824594,-111.791898,1484.38,1.508,351.33,0.86,1.42,1.16,1,24.10,38.29,847.29,1470.85,1,-12.34,8.61,24.91,29.10,353.25,1,-0.192,9.356,-1.219,-0.259,0.148,0.036,-2.71,2.10
244,2026-09-09T22:19:04.000Z,244000,1,1,3,11,43.824600,-111.791899,1484.45,1.499,351.50,0.85,1.41,1.17,1,24.11,38.27,847.29,1470.92,1,-12.18,8.46,24.89,28.97,353.33,1,-0.213,9.352,-1.235,-0.238,0.164,0.067,-2.74,2.06
245,2026-09-09T22:19:05.000Z,245000,1,1,3,11,43.824607,-111.791899,1484.52,1.492,351.67,0.85,1.41,1.17,1,24.13,38.26,847.29,1470.98,1,-12.03,8.32,24.87,28.85,353.40,1,-0.220,9.350,-1.251,-0.213,0.177,0.096,-2.78,2.02
246,2026-09-09T22:19:06.000Z,246000,1,1,3,11,43.824613,-111.791900,1484.59,1.489,351.85,0.84,1.40,1.17,1,24.14,38.25,847.29,1471.05,1,-11.88,8.18,24.85,28.74,353.46,1,-0.214,9.351,-1.266,-0.185,0.190,0.122,-2.81,1.98
247,2026-09-09T22:19:07.000Z,247000,1,1,3,11,43.824620,-111.791900,1484.66,1.488,352.03,0.84,1.40,1.18,1,24.16,38.24,847.29,1471.12,1,-11.74,8.04,24.84,28.63,353.51,1,-0.194,9.355,-1.280,-0.154,0.200,0.144,-2.84,1.94
248,2026-09-09T22:19:08.000Z,248000,1,1,3,11,43.824626,-111.791901,1484.73,1.489,352.23,0.83,1.39,1.18,1,24.17,38.23,847.29,1471.18,1,-11.60,7.91,24.83,28.52,353.55,1,-0.163,9.362,-1.292,-0.121,0.208,0.161,-2.87,1.90
249,2026-09-09T22:19:09.000Z,249000,1,1,3,11,43.824633,-111.791901,1484.80,1.492,352.44,0.83,1.39,1.18,1,24.19,38.21,847.28,1471.25,1,-11.46,7.78,24.82,28.42,353.58,1,-0.121,9.371,-1.302,-0.086,0.214,0.173,-2.89,1.86
250,2026-09-09T22:19:10.000Z,250000,1,1,3,11,43.824639,-111.791901,1484.87,1.496,352.65,0.83,1.38,1.18,1,24.20,38.20,847.28,1471.32,1,-11.33,7.65,24.81,28.33,353.60,1,-0.072,9.382,-1.310,-0.050,0.218,0.179,-2.92,1.83
251,2026-09-09T22:19:11.000Z,251000,1,1,3,11,43.824646,-111.791901,1484.94,1.500,352.87,0.82,1.38,1.19,1,24.22,38.19,847.28,1471.39,1,-11.20,7.53,24.80,28.24,353.62,1,-0.018,9.395,-1.316,-0.012,0.220,0.179,-2.95,1.79
252,2026-09-09T22:19:12.000Z,252000,1,1,3,11,43.824653,-111.791902,1485.01,1.505,353.10,0.82,1.37,1.19,1,24.23,38.18,847.28,1471.46,1,-11.07,7.42,24.80,28.16,353.65,1,0.037,9.410,-1.319,0.025,0.220,0.174,-2.97,1.76
253,2026-09-09T22:19:13.000Z,253000,1,1,3,11,43.824659,-111.791902,1485.09,1.509,353.34,0.83,1.36,1.19,1,24.25,38.17,847.28,1471.53,1,-10.96,7.30,24.80,28.08,353.67,1,0.089,9.426,-1.320,0.062,0.217,0.162,-2.99,1.73
254,2026-09-09T22:19:14.000Z,254000,1,1,3,11,43.824666,-111.791902,1485.16,1.512,353.59,0.83,1.36,1.19,1,24.26,38.16,847.27,1471.60,1,-10.84,7.20,24.80,28.01,353.69,1,0.136,9.442,-1.319,0.098,0.212,0.146,-3.01,1.70
255,2026-09-09T22:19:15.000Z,255000,1,1,3,11,43.824673,-111.791902,1485.24,1.513,353.84,0.84,1.35,1.20,1,24.28,38.15,847.27,1471.67,1,-10.74,7.10,24.81,27.95,353.73,1,0.175,9.459,-1.315,0.133,0.205,0.124,-3.03,1.67
256,2026-09-09T22:19:16.000Z,256000,1,1,3,11,43.824680,-111.791902,1485.31,1.512,354.11,0.84,1.35,1.20,1,24.29,38.14,847.27,1471.74,1,-10.64,7.01,24.81,27.89,353.77,1,0.202,9.475,-1.308,0.165,0.196,0.098,-3.04,1.64
257,2026-09-09T22:19:17.000Z,257000,1,1,3,11,43.824686,-111.791902,1485.39,1.508,354.38,0.85,1.34,1.20,1,24.30,38.13,847.27,1471.81,1,-10.54,6.92,24.82,27.84,353.82,1,0.217,9.491,-1.300,0.195,0.186,0.070,-3.05,1.62
258,2026-09-09T22:19:18.000Z,258000,1,1,3,11,43.824693,-111.791903,1485.46,1.501,354.66,0.85,1.33,1.20,1,24.32,38.12,847.27,1471.88,1,-10.46,6.84,24.83,27.80,353.89,1,0.219,9.506,-1.290,0.222,0.173,0.038,-3.07,1.59
259,2026-09-09T22:19:19.000Z,259000,1,1,3,11,43.824700,-111.791903,1485.54,1.491,354.94,0.85,1.33,1.20,1,24.33,38.11,847.26,1471.95,1,-10.38,6.77,24.84,27.76,353.98,1,0.207,9.519,-1.277,0.246,0.158,0.006,-3.08,1.57
260,2026-09-09T22:19:20.000Z,260000,1,1,3,11,43.824707,-111.791903,1485.61,1.477,355.23,0.86,1.32,1.21,1,24.35,38.10,847.26,1472.02,1,-10.30,6.71,24.86,27.73,354.08,1,0.182,9.530,-1.263,0.265,0.142,-0.027,-3.09,1.55
261,2026-09-09T22:19:21.000Z,261000,1,1,3,11,43.824714,-111.791903,1485.69,1.461,355.53,0.86,1.32,1.21,1,24.36,38.10,847.26,1472.09,1,-10.24,6.66,24.87,27.71,354.21,1,0.146,9.539,-1.248,0.281,0.125,-0.058,-3.09,1.52
262,2026-09-09T22:19:22.000Z,262000,1,1,3,11,43.824721,-111.791902,1485.77,1.441,355.84,0.87,1.31,1.21,1,24.37,38.09,847.26,1472.17,1,-10.18,6.61,24.89,27.69,354.36,1,0.100,9.545,-1.232,0.292,0.106,-0.088,-3.10,1.51
263,2026-09-09T22:19:23.000Z,263000,1,1,3,11,43.824728,-111.791902,1485.84,1.419,356.16,0.87,1.31,1.21,1,24.39,38.08,847.25,1472.24,1,-10.13,6.57,24.91,27.69,354.53,1,0.049,9.549,-1.215,0.298,0.086,-0.115,-3.10,1.49
264,2026-09-09T22:19:24.000Z,264000,1,1,3,11,43.824735,-111.791902,1485.92,1.394,356.48,0.88,1.30,1.21,1,24.40,38.07,847.25,1472.31,1,-10.09,6.54,24.94,27.68,354.73,1,-0.006,9.550,-1.198,0.300,0.066,-0.138,-3.10,1.47
265,2026-09-09T22:19:25.000Z,265000,1,1,3,11,43.824742,-111.791902,1486.00,1.368,356.81,0.88,1.31,1.21,1,24.41,38.07,847.25,1472.39,1,-10.05,6.52,24.96,27.69,354.96,1,-0.060,9.548,-1.181,0.297,0.044,-0.157,-3.10,1.46
266,2026-09-09T22:19:26.000Z,266000,1,1,3,11,43.824749,-111.791902,1486.08,1.340,357.14,0.88,1.31,1.21,1,24.43,38.06,847.25,1472.46,1,-10.03,6.50,24.99,27.70,355.22,1,-0.111,9.544,-1.164,0.290,0.023,-0.170,-3.10,1.44
267,2026-09-09T22:19:27.000Z,267000,1,1,3,11,43.824756,-111.791902,1486.16,1.312,357.48,0.89,1.32,1.22,1,24.44,38.05,847.24,1472.54,1,-10.01,6.50,25.02,27.72,355.51,1,-0.154,9.537,-1.148,0.278,0.001,-0.178,-3.09,1.43
268,2026-09-09T22:19:28.000Z,268000,1,1,3,11,43.824763,-111.791901,1486.23,1.284,357.83,0.89,1.32,1.22,1,24.45,38.04,847.24,1472.61,1,-10.00,6.50,25.05,27.75,355.83,1,-0.188,9.527,-1.134,0.261,-0.021,-0.180,-3.08,1.42
269,2026-09-09T22:19:29.000Z,269000,1,1,3,11,43.824771,-111.791901,1486.31,1.256,358.18,0.90,1.33,1.22,1,24.46,38.04,847.24,1472.68,1,-10.00,6.52,25.08,27.78,356.19,1,-0.211,9.516,-1.120,0.241,-0.043,-0.176,-3.08,1.42
270,2026-09-09T22:19:30.000Z,270000,1,1,3,11,43.824778,-111.791901,1486.39,1.230,358.54,0.90,1.34,1.22,1,24.48,38.03,847.23,1472.76,1,-10.01,6.54,25.12,27.82,356.57,1,-0.220,9.503,-1.108,0.217,-0.064,-0.166,-3.06,1.41
271,2026-09-09T22:19:31.000Z,271000,1,1,3,11,43.824785,-111.791900,1486.47,1.205,358.91,0.91,1.34,1.22,1,24.49,38.03,847.23,1472.83,1,-10.02,6.57,25.15,27.86,356.98,1,-0.215,9.488,-1.098,0.189,-0.085,-0.151,-3.05,1.40
272,2026-09-09T22:19:32.000Z,272000,1,1,3,11,43.824792,-111.791900,1486.55,1.183,359.28,0.91,1.35,1.22,1,24.50,38.02,847.23,1472.91,1,-10.05,6.61,25.19,27.91,357.42,1,-0.198,9.472,-1.090,0.159,-0.105,-0.130,-3.04,1.40
273,2026-09-09T22:19:33.000Z,273000,1,1,3,11,43.824799,-111.791899,1486.62,1.164,359.66,0.91,1.35,1.22,1,24.51,38.02,847.22,1472.98,1,-10.08,6.65,25.23,27.97,357.89,1,-0.167,9.455,-1.084,0.126,-0.124,-0.106,-3.02,1.40
274,2026-09-09T22:19:34.000Z,274000,1,1,3,11,43.824807,-111.791899,1486.70,1.148,0.04,0.92,1.36,1.22,1,24.52,38.01,847.22,1473.06,1,-10.12,6.71,25.27,28.04,358.39,1,-0.127,9.439,-1.081,0.091,-0.141,-0.078,-3.00,1.40
275,2026-09-09T22:19:35.000Z,275000,1,1,3,11,43.824814,-111.791898,1486.78,1.135,0.43,0.92,1.37,1.22,1,24.54,38.01,847.21,1473.14,1,-10.17,6.77,25.31,28.11,358.91,1,-0.079,9.422,-1.080,0.054,-0.157,-0.047,-2.98,1.40
276,2026-09-09T22:19:36.000Z,276000,1,1,3,10,43.824821,-111.791898,1486.86,1.125,0.82,0.92,1.37,1.22,1,24.55,38.00,847.21,1473.21,1,-10.22,6.84,25.36,28.18,359.46,1,-0.025,9.407,-1.082,0.017,-0.172,-0.015,-2.96,1.41
277,2026-09-09T22:19:37.000Z,277000,1,1,3,10,43.824829,-111.791897,1486.94,1.119,1.21,0.93,1.38,1.22,1,24.56,38.00,847.21,1473.29,1,-10.29,6.92,25.40,28.26,0.02,1,0.030,9.392,-1.085,-0.020,-0.185,0.018,-2.94,1.41
278,2026-09-09T22:19:38.000Z,278000,1,1,3,10,43.824836,-111.791896,1487.01,1.116,1.62,0.93,1.38,1.22,1,24.57,37.99,847.20,1473.36,1,-10.36,7.00,25.45,28.35,0.61,1,0.083,9.380,-1.092,-0.057,-0.196,0.050,-2.92,1.42
279,2026-09-09T22:19:39.000Z,279000,1,1,3,10,43.824844,-111.791896,1487.09,1.116,2.02,0.93,1.39,1.22,1,24.58,37.99,847.20,1473.44,1,-10.44,7.09,25.49,28.45,1.21,1,0.130,9.369,-1.100,-0.094,-0.205,0.080,-2.89,1.43
280,2026-09-09T22:19:40.000Z,280000,1,1,3,10,43.824851,-111.791895,1487.17,1.118,2.43,0.94,1.39,1.22,1,24.59,37.99,847.19,1473.51,1,-10.52,7.19,25.54,28.55,1.83,1,0.170,9.360,-1.111,-0.128,-0.212,0.108,-2.86,1.44
